ship_to_state,vaccine_distribution_phase,order_number,order_date,supplier_name,manufacturer_name,expiration_date,batch_number
pb,fase16,350029,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pb,fase17,350087,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ End:: cAMARA?M - SP Qt. Recolher: 22660 Dt. Validade: 3/09/2021 Lote: 214VCDO51Z,"“,  BIO-MANGUINHOS",,214VCDO51Z
pb,fase17,350115,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
pb,fase18,350631,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL End3 CÂMARA FRIA - SP Qt. Recolher: 7.050 Dt. Validade: 31/07/2021 Lote:,ASTRAZENECA AB,2021-07-31 00:00:00,
pb,fase19,350934,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN -,,
pb,fase2,339695,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,412072005
pb,fase20,351006,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
pb,fase21,351480,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS -,,214VCDO8SW
pb,fase3,339792,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
pb,fase4,340837,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
pb,fase4,340837,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
pb,fase5,342774,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ' /,2022-02-28 00:00:00,210038
pb,fase5,342810,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ — End: CAMARA FRIA- RJ Qt. Recolher: 3.950 Dt. Validade: 29/03/2021 Lote: 41207001,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ 4 J,2021-03-29 00:00:00,41207001
pb,fase6,343583,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN J,,
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210049
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,2100590
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210051
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210057
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210055
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210056
pb,fase7,344271,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210052
pb,fase8,344892,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN É,2022-02-28 00:00:00,210074
pb,fase9,345353,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
pb,fase9,345317,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-10 00:00:00,
pe,fase1,339093,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-27 00:00:00,202010041
pe,fase1,339093,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009014 *
pe,fase10,346197,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,,CTMAVS520
pe,fase10,346197,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,,CTMAVSOS
pe,fase10,346210,,FUBTI?AÇÃE BUTÍ:.I?AÍ,FUNDAÇÃO BUTANTAN,,
pe,fase11,346726,2021-03-31 00:00:00,,FUNDAÇÃO BUTANTAN s. P L SE ” N Ç,,
pe,fase11,346718,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,213VCDOO
pe,fase12,347411,2021-04-07 00:00:00,,FUNDAÇÃO BUTANTAN,,
pe,fase12,347437,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
pe,fase13,348312,2021-04-14 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pe,fase13,348265,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-11 00:00:00,?
pe,fase14,349132,2021-04-21 00:00:00,FUNDAÇÃ :,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210148
pe,fase14,349125,2021-04-21 00:00:00,FUNDAÇÃ :,BIO-MANGUINHOS i,2022-03-31 00:00:00,210148
pe,fase15,349723,2021-01-28 00:00:00,FUNDAÇÃO BUTANTAN Endi: CÂMARA FRIA - SP Qt. Recolher: 420 Dt. Validade: 3103/2022 Lote: 210149,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
pe,fase15,349694,2021-04-26 00:00:00,FUNDAÇÃO BUTANTAN Endi: CÂMARA FRIA - SP Qt. Recolher: 420 Dt. Validade: 3103/2022 Lote: 210149,BIO-MANGUINHOS,2022-03-31 00:00:00,210149
pe,fase16,350030,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pe,fase17,500688,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pe,fase17,350116,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV . LEE,,
pe,fase18,350632,2021-06-06 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB - -V .,,ABWA7T35
pe,fase19,350935,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pe,fase2,339697,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41202005
pe,fase20,351007,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
pe,fase21,351481,2021-06-11 00:00:00,FUNDAÇGAIBLTANTAN,FUNDAÇÃO SUTANTAN,,
pe,fase21,351481,2021-06-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pe,fase22,351675,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210213
pe,fase22,351675,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210214
pe,fase22,351675,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210220
pe,fase22,351675,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210219
pe,fase22,351675,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210220
pe,fase22,351675,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210218
pe,fase3,339793,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,
pe,fase4,340340,2021-01-29 00:00:00,FUNDAÇÃO BUTANTN:: º,FUNDAÇÃO BUTANTAN,,
pe,fase4,340838,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTAITAN,,
pe,fase5,342776,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pe,fase5,342811,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
pe,fase6,343585,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pe,fase7,344272,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN E,ã  FUNDAÇÃO BUTANTAN “1o€,2022-02-21 00:00:00,210052
pe,fase7,344272,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,,2022-02-21 00:00:00,210053
pe,fase7,344272,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pe,fase8,344891,2021-03-15 00:00:00,,FUNDAÇÃO BUTANTAN,,
pe,fase9,345355,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pe,fase9,345318,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pi,fase1,339089,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ' i -,2023-09-28 00:00:00,202009014
pi,fase1,339089,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-25 00:00:00,202009011
pi,fase10,346128,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECAAB » s,2021-05-31 00:00:00,CTMAV5O05
pi,fase10,346206,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FUNDAÇÃO BUTANTAN *,2021-05-31 00:00:00,CTMAV5O05
pi,fase11,346720,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210109
pi,fase11,346714,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS .,2021-09-03 00:00:00,213VCDO01W
pi,fase12,347407,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
pi,fase12,347433,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ ES,,
pi,fase13,348308,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-11 00:00:00,213VCDO1IW
pi,fase13,348281,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210141
pi,fase14,349124,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,"FUNDAÇÃO BUTANTAN ? "" i",2022-03-31 00:00:00,* 210147
pi,fase14,349118,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS &,,
pi,fase15,349718,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
pi,fase15,349690,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ Endi! CÂMARA FRIA - SP Qt. Recolher: 14.050 Dt. Validade: 24/09/2021 Lote: 213VCDO32W,BIO-MANGUINHOS,2021-09-24 00:00:00,213VCDO32W
pi,fase16,350025,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pi,fase17,350084,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,"BIO-MANGUINHOS  ,",2021-09-27 00:00:00,213VCD0427Z
pi,fase17,350112,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV &,2021-08-31 00:00:00,EX2405
pi,fase18,350626,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB é . |,2021-07-31 00:00:00,ABWA4735
pi,fase18,350626,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL Endi CÂMARA FRIA - SP Qt. Recolher: 5.628 Dt. Validade: 31/07/2021 Lote: ABWA4731,ASTRAZENECA AB,2021-07-31 00:00:00,ABWA4731
pi,fase19,350930,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN Ã,2022-04-30 00:00:00,
pi,fase2,339690,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pi,fase20,351003,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV $,2021-08-31 00:00:00,EX2405
pi,fase21,351473,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN i,FUNDAÇÃO BUTANTAN ? i “ |,2022-04-30 00:00:00,. 210214
pi,fase21,351473,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS n,2021-10-12 00:00:00,214VCDO81Z
pi,fase22,351668,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN E,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210218
pi,fase3,339786,2021-01-23 00:00:00,,FUNDAÇÃO BUTANTAN,,
pi,fase4,340332,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210012
pi,fase4,340843,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210012
pi,fase5,342807,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ ' É.,2021-06-04 00:00:00,412072025
pi,fase6,343580,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210042
pi,fase7,344261,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pi,fase8,344874,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN E,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210059
pi,fase9,345350,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN En,"FUNDAÇÃO BUTANTAN "" ES",2022-02-28 00:00:00,210077
pi,fase9,345314,2021-03-19 00:00:00,FIOOCRUZ - FUNDAÇÃO OSWALDO CRUZ En,'  BIO-MANGUINHOS é,2021-08-11 00:00:00,
pr,fase1,339100,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,202010036
pr,fase1,339100,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-07 00:00:00,202010018
pr,fase10,346141,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,
pr,fase10,346217,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase11,346745,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN Enc.: CÂMARA FRIA - S Q Recolher: 2257 De Validade: ST/0G/DOOR 1Lote),,,
pr,fase11,346745,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN $,,2027-03-31 00:00:00,
pr,fase11,346745,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase11,346745,2021-03-31 00:00:00,FUNDAÇÃO BU TANTAN Enda CÂMARA FRIA - SP t. Recolher: 4.052 Dt. Validade: 31/03/2022 Lote:,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
pr,fase11,346745,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
pr,fase11,346737,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,BIO-MANGUINHOS,2022-03-31 00:00:00,
pr,fase12,347418,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN |,2022-03-31 00:00:00,2101387
pr,fase13,348322,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-13 00:00:00,213VCDO14W
pr,fase13,348293,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase14,349143,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase14,349146,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-24 00:00:00,213VCDO3S1W
pr,fase15,349731,,FUNDAÇÃO BUTANTAN á Ú,FUNDAÇÃO BUTANTAN RE,2022-03-31 00:00:00,210149
pr,fase15,349702,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS ',2021-09-27 00:00:00,213VCDO41W
pr,fase15,349702,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS s  = |,2021-09-24 00:00:00,213VCDO03S3Z
pr,fase16,350042,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN k,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
pr,fase17,350096,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-07 00:00:00,214VCDO672Z
pr,fase17,350096,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-02 00:00:00,214VCDO52W
pr,fase17,350096,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS ',2021-10-07 00:00:00,214VCDO067Z
pr,fase17,350096,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-02 00:00:00,214VCDOS2W
pr,fase17,350124,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
pr,fase18,350642,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL End,ASTRAZENECA AB f,2021-07-31 00:00:00,ABX0530
pr,fase19,350942,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase2,339707,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,4120Z005
pr,fase20,351015,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,,
pr,fase21,351472,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN F,FUNDAÇÃO BUTANTAN,,
pr,fase21,351472,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pr,fase22,516671,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN :,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210219
pr,fase3,339787,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
pr,fase4,340346,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase4,340814,2021-02-05 00:00:00,FUNDAÇÃO: BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase5,342767,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pr,fase5,342819,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ-=- R,,
pr,fase6,343593,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210046
pr,fase7,344265,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN  Í,2022-02-28 00:00:00,210056
pr,fase8,344882,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN /,2022-02-28 00:00:00,210069
pr,fase9,345365,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210085
pr,fase9,345365,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210084
pr,fase9,345325,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-20 00:00:00,
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-25 00:00:00,202009011
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-27 00:00:00,202010041
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009014
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009015
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-02 00:00:00,202010018
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-02 00:00:00,202010019
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-02 00:00:00,202010020
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-02 00:00:00,202010021
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-13 00:00:00,202010025
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010027
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010028
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-21 00:00:00,202010031
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,202010034
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,202010036
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,202010036
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-27 00:00:00,202010040
rj,fase1,339099,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009013
rj,fase10,346139,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV506
rj,fase10,346216,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210097
rj,fase11,346736,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210124
rj,fase11,346736,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210129
rj,fase11,346736,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210128
rj,fase11,346733,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-02 00:00:00,
rj,fase12,,,--,não cadastrado,,
rj,fase12,,,--,não cadastrado,,
rj,fase12,,,-,não cadastrado,,
rj,fase12,347417,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
rj,fase12,347541,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-07 00:00:00,
rj,fase14,349141,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
rj,fase14,349139,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS EE LLL ——,2021-09-17 00:00:00,213VCDO08VA
rj,fase15,349729,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
rj,fase15,349738,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-30 00:00:00,214VCDO50W
rj,fase16,350041,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
rj,fase17,350094,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ :,BIO-MANGUINHOS | i,2021-09-28 00:00:00,214VCDO0452
rj,fase17,350094,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-27 00:00:00,213VCDO042Z
rj,fase17,350122,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
rj,fase18,350640,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABXO0529
rj,fase19,350941,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210211
rj,fase20,351013,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,2021-09-30 00:00:00,
rj,fase20,351227,2021-05-08 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,2021-09-30 00:00:00,EWO0195
rj,fase21,351476,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210216
rj,fase21,351476,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-11-11 00:00:00,214VCDO78W
rj,fase22,351670,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,2101:19
